Longitude,Latitude
48.893953,2.380599
57.70081,-3.494575
51.571419,0.208641
43.731266,7.416179
43.736685,7.418582
43.735096,7.417734
43.734995,7.425255
43.737228,7.426264
39.53357,3.330606
39.53357,3.330606
39.53357,3.330606
39.53357,3.330606
51.191958,0.261441
50.116335,8.699476
50.116335,8.699476
50.116335,8.699476
50.116335,8.699476
50.116335,8.699476
50.116335,8.699476
50.116335,8.699476
51.53335,0.714655
51.53335,0.714655
51.533233,0.7128
51.533755,0.714511
50.958336,6.972586
50.958336,6.972586
50.958336,6.972586
50.958336,6.972586
50.958336,6.972586
50.958336,6.972586
50.958336,6.972586
50.958336,6.972586
45.201908,1.544577
52.455988,-1.979862
52.456019,-1.979798
50.17498,8.927902
51.453333,-2.597223
51.479097,-0.293626
47.083127,2.3965
47.107861,13.130575
47.485272,19.052577
51.910777,4.483022
51.343249,-2.981092
40.330926,-7.210861
40.330926,-7.210861
40.330926,-7.210861
40.330926,-7.210861
40.330926,-7.210861
40.330926,-7.210861
40.330926,-7.210861
37.946388,23.615555
56.124606,10.117506
52.645573,5.054837
52.645573,5.054837
53.47792,-2.243528
52.453472,-1.717021
41.191441,0.739919
41.190855,0.735308
41.190855,0.735308
41.188294,0.747405
41.186613,0.750469
45.467866,9.205791
54.148637,-4.473302
40.554305,16.665261
48.498066,13.126323
51.220801,6.77836
51.465391,-0.170985
42.641512,18.108698
42.641385,18.109309
42.639862,18.10991
42.641141,18.110715
36.756311,28.265022
36.755925,28.2663
36.755922,28.265905
36.756402,28.266391
45.897922,6.121016
36.980495,-3.1265
50.523547,3.884738
45.433272,12.339019
49.38159,10.170453
50.852436,-0.983995
50.852514,-0.983759
50.852436,-0.983995
54.904679,-1.381198
52.455362,5.524749
50.801597,-1.109437
36.768158,27.801116
54.905019,-1.38138
37.376109,-5.987098
42.233145,3.121855
53.991934,-1.532893
41.145191,0.819083
49.732504,8.627679
41.362058,2.104611
51.162201,-0.579687
45.451453,9.173058
45.452078,9.177961
55.850366,-4.444606
55.850244,-4.445103
55.850463,-4.444567
45.995008,4.078963
54.349724,18.653165
46.896977,10.081686
46.871311,10.425875
48.204746,16.368156
48.580605,5.95703
46.967952,10.847105
48.207944,16.371989
48.209474,16.369886
48.207672,16.37171
48.636387,16.151136
51.024552,13.840713
51.813369,4.657836
50.801666,-1.109542
39.326686,21.707627
52.066287,-1.022983
39.335561,21.69153
39.364405,22.93743
51.885597,0.901308
51.885597,0.901308
39.364041,22.936947
41.410525,2.228772
52.066287,-1.022983
52.066287,-1.022983
48.834597,9.152222
48.837258,9.154513
48.834594,9.152225
52.066287,-1.022983
52.066287,-1.022983
52.066287,-1.022983
53.465833,-2.338889
45.397463,11.876822
45.397333,11.87683
45.39735,11.876816
52.070795,-1.009454
52.070795,-1.009454
53.339592,-6.271584
46.595928,11.742871
39.278952,21.68253
39.279297,21.683536
53.95205,10.865619
53.957475,10.882536
53.957475,10.882536
37.920786,-2.991889
51.112116,17.029938
51.109627,17.031308
48.888383,2.335533
57.324333,-4.4423
51.815797,5.843427
56.032384,37.055865
56.032384,37.055865
52.348352,-1.591631
45.464239,9.190449
51.057121,3.720638
50.434178,18.955267
40.352079,18.168598
55.557147,8.085038
51.343249,-2.981092
42.052655,2.504686
50.433276,18.953862
39.530808,-0.384198
54.435881,-3.083319
51.507869,-0.127045
51.537356,-0.145933
52.64528,5.056307
52.645605,5.054268
48.565981,2.714138
51.524842,-0.116031
51.524842,-0.116031
59.325048,18.070711
38.713492,-9.130405
54.59156,13.14085
55.911152,-4.452295
55.790142,37.531614
36.418055,25.427777
38.219641,22.122413
55.361666,-3.461389
51.282932,5.75325
37.328591,-5.842873
37.328313,-5.843684
37.328775,-5.842895
51.233119,7.066252
37.417966,-5.871187
37.934222,-6.58082
37.936397,-6.580612
37.936261,-6.580756
37.936283,-6.580564
37.936086,-6.580848
37.936161,-6.580906
37.936177,-6.58095
37.936063,-6.582434
48.469869,-2.525246
41.899355,12.472886
48.350994,-4.570185
46.000044,0.322969
46.000127,0.324088
45.937363,0.643266
45.93838,0.644016
45.937022,0.644313
52.733667,15.390043
47.764739,-1.974363
47.764739,-1.974363
45.652069,13.773247
48.089066,13.561946
52.198269,16.013238
53.106586,0.237136
38.766214,-9.147384
50.218792,10.742686
50.218792,10.742686
38.766214,-9.147384
38.766214,-9.147384
51.210533,-2.643323
51.210425,-2.643689
53.130635,-1.422171
51.533247,0.713044
51.533041,0.718197
51.532186,0.716855
51.532288,0.715225
52.18722,9.610955
52.18722,9.610955
55.959849,-4.767841
38.706602,-9.13497
51.531855,0.724977
51.532788,0.722113
51.532438,0.723002
51.532752,0.722088
51.532886,0.72018
50.453159,19.552102
50.453159,19.552102
50.453159,19.552102
53.145811,-1.41494
51.50758,-0.127887
47.558172,7.58818
53.959645,-1.080286
41.325092,-3.879023
52.508953,13.372335
45.437983,12.335836
45.073694,7.699055
45.073391,7.697263
53.217152,6.572725
53.217147,6.572719
53.217125,6.572769
39.297594,23.125191
51.568813,0.457952
51.568869,0.458652
51.56873,0.45995
51.568827,0.460497
51.568794,0.461805
51.568827,0.463502
51.570386,0.459858
51.570386,0.459338
51.570358,0.459169
51.57028,0.458994
51.57018,0.458322
51.570144,0.457802
51.570041,0.456875
53.340786,-6.267406
50.263098,10.55446
38.707163,-9.136784
38.707615,-9.136848
51.343249,-2.981092
51.657236,-0.454816
47.06173,-0.880137
47.06173,-0.880137
47.06173,-0.880137
47.06173,-0.880137
47.06173,-0.880137
47.06173,-0.880137
47.06173,-0.880137
45.407102,11.876822
45.406988,11.876944
45.406886,11.876825
45.401444,11.867372
45.402061,11.867786
45.402252,11.867969
45.402777,11.868227
56.124606,10.117506
43.317754,11.328835
43.317754,11.328835
43.317754,11.328835
43.317754,11.328835
45.411775,11.87955
43.751133,11.741445
51.117547,-0.189387
51.11653,-0.189506
51.116458,-0.188398
51.116358,-0.188206
51.11653,-0.187634
51.11653,-0.187634
51.116441,-0.18517
51.116441,-0.18517
51.11628,-0.185203
51.116505,-0.18497
51.116627,-0.185053
52.6613,-3.918181
40.418719,-3.702262
40.418719,-3.702262
52.6613,-3.918181
52.6613,-3.918181
56.339219,-2.794237
45.448826,11.799938
50.087326,14.420864
50.087326,14.420864
50.082191,14.423804
50.082191,14.423804
50.082191,14.423804
56.949211,24.10373
56.948822,24.108216
44.916133,-0.236806
51.508308,-0.128252
51.508308,-0.128252
47.495425,19.041563
47.5052,19.039738
51.110197,-0.140831
51.110197,-0.140831
51.110197,-0.140831
42.513693,-8.814811
42.513693,-8.814811
53.247886,10.412871
53.247886,10.412871
53.247886,10.412871
53.247886,10.412871
53.247886,10.412871
53.247886,10.412871
53.247886,10.412871
53.247886,10.412871
43.942421,3.534786
41.14378,0.819099
42.649445,18.043755
43.194711,-3.193373
43.194711,-3.193373
43.194711,-3.193373
51.461733,-0.426878
52.180169,6.83245
41.215527,0.731075
53.408687,-2.979612
53.408687,-2.979612
53.405784,-2.997786
53.405784,-2.997786
53.405784,-2.997786
53.405784,-2.997786
37.384079,-5.989919
37.383738,-5.991314
41.008467,28.979905
42.735389,12.739934
45.443391,10.996874
50.362483,-4.399559
50.832955,-4.554092
50.832727,-4.55397
50.832555,-4.553775
50.83248,-4.554225
50.832797,-4.553931
50.832552,-4.554259
50.8325,-4.553612
50.832677,-4.553998
50.833088,-4.553931
50.832947,-4.55392
50.83263,-4.553956
50.832852,-4.554103
50.832763,-4.554323
50.741388,-4.638612
50.741302,-4.636387
50.741686,-4.639398
50.741666,-4.639375
50.741619,-4.638748
50.741472,-4.638003
50.741044,-4.63517
50.741594,-4.639456
50.740833,-4.635278
50.741597,-4.639292
50.771844,-4.576964
50.771944,-4.578889
51.008288,-4.533431
50.7725,-4.579723
59.345018,18.040205
50.773041,-4.576667
50.775277,-4.573334
50.774666,-4.573895
50.772525,-4.57982
40.41544,-3.707456
40.41544,-3.707456
40.585408,-4.138669
40.41544,-3.707456
40.41544,-3.707456
40.587917,-4.137876
40.58896,-4.147253
40.58896,-4.147253
40.58896,-4.147253
40.58896,-4.147253
40.58896,-4.147253
40.58896,-4.147253
40.58896,-4.147253
40.58896,-4.147253
40.58896,-4.147253
50.847522,-4.554664
50.848852,-4.554962
50.847919,-4.554762
50.848888,-4.556389
50.848238,-4.554648
52.213888,10.523333
50.848888,-4.556389
50.870155,-4.560117
50.870063,-4.56057
50.869952,-4.560728
50.870091,-4.560181
51.113797,17.033377
51.113797,17.033508
51.113666,17.033591
51.113666,17.033369
51.113761,17.03438
37.385187,-5.993031
48.498277,2.339233
51.464413,-0.651784
51.464413,-0.651784
51.464413,-0.651784
51.464413,-0.651784
52.089561,0.122988
48.497752,2.339344
43.31791,11.329361
43.31791,11.329361
43.31791,11.329361
43.317981,11.32906
43.317981,11.32906
43.317981,11.32906
43.317981,11.32906
43.317981,11.32906
50.353477,19.08764
43.98213,11.363875
46.55878,8.59368
47.516402,19.082105
49.296994,19.947227
49.296838,19.947227
49.296666,19.947038
49.296452,19.946822
49.29648,19.946813
49.296402,19.94668
47.364219,4.899387
47.364219,4.899387
47.364219,4.899387
38.018636,12.498022
52.401757,4.932614
56.255036,-3.206609
56.254672,-3.205067
56.254275,-3.205206
47.16871,9.479731
52.501572,13.282908
52.501169,13.283341
52.501177,13.282786
40.837919,14.253644
40.751827,14.480822
40.751394,14.484491
40.751647,14.491852
40.750958,14.492294
40.751633,14.494286
40.751633,14.494286
40.751944,14.494722
40.751944,14.494722
40.751361,14.494388
40.75095,14.495574
40.750833,14.495555
40.750833,14.495555
41.716969,2.932512
40.749419,14.488705
40.749097,14.489077
40.748805,14.489027
40.748411,14.488852
40.748411,14.488852
40.748411,14.488852
40.748411,14.488852
40.748822,14.488422
40.74883,14.485355
40.748119,14.483652
40.748119,14.483652
40.748238,14.483391
40.748238,14.483391
40.851111,14.256944
40.851111,14.256944
40.851111,14.256944
40.847819,14.253358
40.847819,14.253358
40.847819,14.253358
40.847819,14.253358
40.847819,14.253358
40.847819,14.253358
40.847819,14.253358
40.846216,14.248152
53.637594,-2.813378
41.090555,14.328333
41.090555,14.328611
41.086219,14.328219
41.086219,14.328219
41.086219,14.328219
40.837777,14.249444
40.836388,14.249444
40.836388,14.249444
40.837222,14.248611
41.077305,14.322208
41.076416,14.321263
40.836388,14.251388
40.836388,14.251388
40.836388,14.251388
40.836388,14.251388
40.836388,14.251388
40.836388,14.251388
40.838611,14.248888
41.073102,14.326902
41.073102,14.326902
41.073102,14.326902
40.836388,14.251388
40.836388,14.251388
41.073102,14.326902
41.073102,14.326902
41.073102,14.326902
40.837777,14.245555
40.837777,14.245555
41.073102,14.326902
41.073102,14.326902
41.073102,14.326902
41.073102,14.326902
40.828611,14.247777
40.813055,14.201944
41.073102,14.326902
40.827777,14.248055
41.073102,14.326902
41.073102,14.326902
41.073102,14.326902
40.843888,14.256111
40.851077,14.256894
49.643234,19.604909
41.073102,14.326902
41.073102,14.326902
52.509221,13.371573
48.783055,9.271111
48.208516,16.372225
48.209288,16.369585
51.081817,13.758616
43.712533,7.283753
43.694042,7.283248
43.70902,7.259441
49.306319,19.932705
49.298636,19.945388
49.298311,19.945763
48.229583,16.409094
49.30663,19.932794
49.306786,19.932755
45.797657,24.152122
45.798068,24.149354
45.798068,24.149354
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
39.864145,-0.068911
53.370211,0.236261
53.371772,0.239416
42.633475,11.664311
53.372041,0.239722
53.371563,0.237725
53.370319,0.236252
53.370177,0.235916
52.92448,-1.231964
52.933216,-1.227395
53.395416,-0.228264
37.778984,20.897991
57.699905,-2.116084
57.699905,-2.116084
57.699372,-2.11705
57.699427,-2.117084
57.698519,-2.123825
57.693969,-2.108925
46.508973,11.695225
55.688843,12.578251
43.730499,7.254066
43.730786,7.254474
43.698728,7.283023
55.607359,36.635456
38.895041,8.884291
41.087389,44.665753
41.088173,44.665571
51.58822,0.608507
52.571911,-0.239639
52.571276,-0.237312
52.571785,-0.237321
48.847825,2.338541
55.240541,-6.511412
41.383511,2.167338
51.605482,-1.748256
51.605474,-1.74825
51.605469,-1.748246
51.605468,-1.748245
51.605455,-1.748234
51.605417,-1.748203
51.604999,-1.745627
51.60798,-1.745657
51.608581,-1.747171
51.608593,-1.747181
51.608593,-1.747181
51.608609,-1.747186
48.689069,6.180828
53.744694,-1.450017
53.744694,-1.450017
53.744694,-1.450017
53.744694,-1.450017
53.744694,-1.450017
53.744694,-1.450017
47.376888,8.541694
48.20311,4.142929
50.492586,-3.77582
42.841463,-2.678689
42.841479,-2.67884
42.842344,-2.676951
51.51348,-0.086481
51.507969,-0.1165
51.511005,-0.117531
38.699658,-9.468514
38.699852,-9.468217
38.728069,-9.475756
38.702183,-9.391973
56.664935,-4.968942
52.097423,4.477143
52.097423,4.477143
44.442711,26.097217
43.610016,1.39353
49.71091,0.204484
43.393794,-6.802389
45.645608,13.095563
43.364096,-2.5024
45.673083,13.851638
45.678688,13.845736
45.678863,13.843458
45.678863,13.843458
45.678688,13.845736
45.682399,13.854105
43.484391,-1.570894
50.638333,5.575883
46.273633,13.1917
46.210291,13.527588
46.212083,13.529366
46.214172,13.539147
45.53883,13.967275
45.557375,13.955372
46.210975,13.565211
46.217744,13.553011
46.218844,13.551491
45.566872,13.859677
45.572405,13.857933
44.837418,-0.580483
51.05415,13.735636
48.946315,7.774779
47.611092,13.043206
42.141593,2.542423
43.959652,19.386877
45.923632,6.867935
41.890234,12.49212
50.127786,8.659029
51.682369,-1.787456
41.890234,12.49212
51.356048,0.26247
41.191411,-1.781458
41.191411,-1.781458
41.191411,-1.781458
41.191411,-1.781458
41.890234,12.49212
51.682286,-1.78627
51.681994,-1.7869
49.874766,10.213927
51.358028,0.259315
51.682194,-1.786409
41.890234,12.49212
51.682327,-1.787503
51.682269,-1.787462
51.130035,12.804026
53.638011,-2.813831
50.179014,6.849449
46.062846,13.235317
51.114575,17.043338
51.114708,17.041427
51.508234,-0.128155
51.358501,0.263521
48.997425,8.401713
49.00038,8.401711
51.358501,0.263521
47.200708,14.748191
36.552266,29.422609
36.552266,29.422609
36.552266,29.422609
36.552266,29.422609
36.552266,29.422609
47.563821,7.600146
44.107394,9.72555
51.358212,0.264476
54.985355,-3.169581
54.985438,-3.169689
41.890234,12.49212
54.985477,-3.169706
54.985269,-3.169909
43.605644,1.333529
54.985255,-3.169839
54.985258,-3.17012
43.575657,1.315011
54.985269,-3.170356
54.985188,-3.170167
54.9854,-3.169806
54.985494,-3.169681
54.985444,-3.169803
54.9846,-3.173717
54.985427,-3.169587
54.985761,-3.169764
54.985125,-3.169698
38.032414,14.016056
50.049797,8.564122
53.311916,-0.062141
49.227617,20.020544
41.30631,-4.914729
41.30631,-4.914729
41.30631,-4.914729
41.30631,-4.914729
41.30631,-4.914729
41.30631,-4.914729
41.30631,-4.914729
41.30631,-4.914729
41.30631,-4.914729
41.30631,-4.914729
41.30631,-4.914729
41.30631,-4.914729
41.30631,-4.914729
51.982699,6.235985
51.50744,-0.12764
50.137213,-5.691506
41.30631,-4.914729
41.30631,-4.914729
41.30631,-4.914729
41.30631,-4.914729
41.30631,-4.914729
41.30631,-4.914729
43.317824,11.328792
43.317824,11.328792
53.962544,-1.081953
45.485491,12.415386
53.251449,10.41314
53.251449,10.41314
51.499111,-0.154862
51.49925,-0.152223
45.438205,12.342216
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
40.632844,-4.002982
51.50736,-0.127801
51.207222,3.2275
56.139722,25.531944
56.139722,25.532777
56.139722,25.5325
56.139722,25.531944
56.141111,25.531111
56.139722,25.532777
56.139722,25.531944
56.091388,25.566944
56.139722,25.531944
56.139722,25.531944
56.14,25.5325
56.139637,25.534994
55.741175,37.620111
45.931202,1.035811
53.287204,-0.546591
43.216119,5.538016
48.855777,2.362933
48.855777,2.362933
45.931202,1.035811
45.931202,1.035811
53.713005,-1.913581
53.71238,-1.913612
53.711191,-1.91322
53.710755,-1.900898
53.706161,-1.882795
39.149563,23.844538
41.386589,2.175282
45.931202,1.035811
45.931202,1.035811
46.100791,24.481581
51.507607,-0.127683
42.63333,11.670666
45.496796,7.365067
51.50754,-0.128016
48.209633,11.618641
52.374555,4.900152
53.781827,-2.276231
53.773827,-2.256037
53.745416,-2.181064
53.732413,-2.136617
53.726941,-2.121445
53.72368,-2.112637
53.718725,-2.102014
53.713886,-2.097864
55.69164,13.244243
53.7137,-2.097017
57.595908,9.975391
53.718413,-2.070784
53.728822,-2.052248
53.741405,-2.015001
53.74115,-2.013903
53.739269,-2.008373
47.764869,-1.974062
47.764869,-1.974062
47.764869,-1.974062
47.764869,-1.974062
40.410908,-3.689262
43.441168,13.609174
56.777989,-3.720138
59.450561,13.458809
59.450561,13.458809
59.450561,13.458809
59.450561,13.458809
43.828036,5.275488
59.116663,18.077048
50.80308,16.257313
51.682311,-1.787562
51.681952,-1.78752
51.682163,-1.787392
51.682238,-1.787431
51.682238,-1.787431
53.179707,-2.612986
38.018636,12.498022
51.682313,-1.787373
53.179707,-2.612986
36.080377,14.243152
45.159935,10.796599
52.50461,13.273855
53.179707,-2.612986
59.445299,24.74908
53.179707,-2.612986
53.179707,-2.612986
53.752952,-2.362231
53.752972,-2.362395
53.752972,-2.362314
58.697144,11.254266
57.171538,12.595222
57.052441,12.498472
56.675747,12.858672
56.651352,13.072258
56.063688,12.678363
45.160313,10.79794
46.981236,7.029602
46.981236,7.029602
53.82123,-2.413153
58.392719,-3.568856
58.392763,-3.568723
58.392763,-3.568381
58.392763,-3.568381
58.392744,-3.56802
58.392744,-3.56802
58.392722,-3.568395
58.392722,-3.568395
58.392794,-3.568867
58.392894,-3.568948
58.393097,-3.569531
58.393044,-3.570345
58.392827,-3.570128
58.39283,-3.569712
58.393072,-3.569945
48.27531,10.229258
41.58295,19.458033
41.582794,19.458483
41.317422,19.820375
41.326727,19.819661
41.324902,19.818933
41.324561,19.817813
41.582036,19.457302
41.584136,19.450702
37.921136,-2.990056
41.582844,19.460055
41.582675,19.461113
41.582947,19.459483
41.583316,19.458305
41.351563,19.860655
41.326063,19.816977
41.31333,19.816544
37.920997,-2.990053
41.323638,19.817769
37.920958,-2.990053
46.535386,11.6926
46.517916,11.682749
46.554061,11.658777
46.552558,11.6471
46.555569,11.662725
46.538666,11.668519
46.505602,11.707072
46.533888,11.638055
46.554194,11.658516
46.498055,11.356944
46.554158,11.658847
46.529175,11.600175
46.554444,11.658888
46.556944,11.656111
50.285466,19.14581
50.285466,19.14581
50.328696,19.124117
50.328696,19.124117
50.328696,19.124117
50.326039,19.133386
50.327285,19.129041
50.327285,19.129041
53.00091,-0.402653
53.348513,-6.251287
48.862022,2.288694
41.382094,2.050983
53.758688,-2.356964
53.758497,-2.356631
50.081819,14.41035
53.757586,-2.354614
53.756213,-2.357787
53.755855,-2.358839
53.755097,-2.361028
53.755322,-2.363473
53.755602,-2.363889
53.754544,-2.367814
53.7536,-2.367637
53.753597,-2.36797
53.75313,-2.365595
53.753286,-2.36675
53.752888,-2.364234
42.716537,12.111246
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
39.864194,-0.068943
42.716978,12.112963
42.205255,2.532011
55.41996,-1.715519
42.718334,12.108768
47.252334,16.937077
47.252334,16.937077
43.767636,11.263247
50.363352,-4.166889
50.311791,-4.052287
41.903888,12.457777
41.903888,12.457222
54.375594,-6.360714
48.397133,16.210455
53.866269,10.678811
53.728844,10.645341
53.362675,10.206413
53.360638,10.196463
53.246986,10.185877
53.131122,8.894716
53.07618,8.80743
53.075663,8.807308
53.075363,8.807702
53.07218,8.818605
52.691463,5.284991
52.521691,5.43853
52.356175,4.969038
51.641486,3.71328
51.440586,3.578783
54.470847,-1.697042
45.600833,9.580555
54.906763,8.832625
56.038772,12.621225
56.026294,12.488911
55.968791,12.543188
55.809772,12.577291
55.723397,12.578033
55.684616,12.590558
55.674072,12.60125
55.382677,11.540822
56.455441,10.041341
56.590644,9.641061
57.04378,9.93353
56.958663,8.367366
51.24577,0.633387
51.248563,0.62916
59.35073,8.231605
58.974911,5.753088
58.972641,5.735705
58.114802,7.03513
57.982936,7.046244
58.049697,7.174727
46.50143,11.743354
59.308016,11.079397
